period,value,released,version
2001 JUL,-2266,2020-09-10,v68
2001 JUN,-2647,2020-09-10,v68
2001 MAR,-2029,2020-09-10,v68
2001 MAY,-2157,2020-09-10,v68
2001 NOV,-1612,2020-09-10,v68
2001 OCT,-1596,2020-09-10,v68
2001 SEP,-2015,2020-09-10,v68
2002 APR,-3061,2020-09-10,v68
2002 AUG,-2193,2020-09-10,v68
2002 DEC,-2294,2020-09-10,v68
2002 FEB,-2681,2020-09-10,v68
2002 JAN,-1805,2020-09-10,v68
2002 JUL,-2372,2020-09-10,v68
2002 JUN,-2940,2020-09-10,v68
2002 MAR,-2762,2020-09-10,v68
2002 MAY,-2347,2020-09-10,v68
2002 NOV,-3412,2020-09-10,v68
2002 OCT,-2760,2020-09-10,v68
2002 SEP,-2040,2020-09-10,v68
2003 APR,-1056,2020-09-10,v68
2003 AUG,-1724,2020-09-10,v68
2003 DEC,-2411,2020-09-10,v68
2003 FEB,-1620,2020-09-10,v68
2003 JAN,-1716,2020-09-10,v68
2003 JUL,-1839,2020-09-10,v68
2003 JUN,-3272,2020-09-10,v68
2003 MAR,-2420,2020-09-10,v68
2003 MAY,-2652,2020-09-10,v68
2003 NOV,-2922,2020-09-10,v68
2003 OCT,-2667,2020-09-10,v68
2003 SEP,-3396,2020-09-10,v68
2004 APR,-2646,2020-09-10,v68
2004 AUG,-3636,2020-09-10,v68
2004 DEC,-1870,2020-09-10,v68
2004 FEB,-2340,2020-09-10,v68
2004 JAN,-3513,2020-09-10,v68
2004 JUL,-3353,2020-09-10,v68
2004 JUN,-3390,2020-09-10,v68
2004 MAR,-2195,2020-09-10,v68
2004 MAY,-2990,2020-09-10,v68
2004 NOV,-2019,2020-09-10,v68
2004 OCT,-2900,2020-09-10,v68
2004 SEP,-2792,2020-09-10,v68
2005 APR,-3076,2020-09-10,v68
2005 AUG,-3342,2020-09-10,v68
2005 DEC,-3033,2020-09-10,v68
2005 FEB,-3208,2020-09-10,v68
2005 JAN,-3328,2020-09-10,v68
2005 JUL,-2506,2020-09-10,v68
2005 JUN,-1909,2020-09-10,v68
2005 MAR,-2979,2020-09-10,v68
2005 MAY,-2340,2020-09-10,v68
2005 NOV,-2922,2020-09-10,v68
2005 OCT,-2194,2020-09-10,v68
2005 SEP,-2709,2020-09-10,v68
2006 APR,-2484,2020-09-10,v68
2006 AUG,-2286,2020-09-10,v68
2006 DEC,-2393,2020-09-10,v68
2006 FEB,-2987,2020-09-10,v68
2006 JAN,-3644,2020-09-10,v68
2006 JUL,-2316,2020-09-10,v68
2006 JUN,-2049,2020-09-10,v68
2006 MAR,-2262,2020-09-10,v68
2006 MAY,-2967,2020-09-10,v68
2006 NOV,-2853,2020-09-10,v68
2006 OCT,-2230,2020-09-10,v68
2006 SEP,-1821,2020-09-10,v68
2007 APR,-1789,2020-09-10,v68
2007 AUG,-2707,2020-09-10,v68
2007 DEC,-2391,2020-09-10,v68
2007 FEB,-2550,2020-09-10,v68
2007 JAN,-2218,2020-09-10,v68
2007 JUL,-3058,2020-09-10,v68
2007 JUN,-2773,2020-09-10,v68
2007 MAR,-3252,2020-09-10,v68
2007 MAY,-2713,2020-09-10,v68
2007 NOV,-2271,2020-09-10,v68
2007 OCT,-2232,2020-09-10,v68
2007 SEP,-2725,2020-09-10,v68
2008 APR,-3153,2020-09-10,v68
2008 AUG,-2301,2020-09-10,v68
2008 DEC,-1436,2020-09-10,v68
2008 FEB,-3990,2020-09-10,v68
2008 JAN,-3679,2020-09-10,v68
2008 JUL,-3084,2020-09-10,v68
2008 JUN,-3844,2020-09-10,v68
2008 MAR,-3265,2020-09-10,v68
2008 MAY,-2907,2020-09-10,v68
2008 NOV,-2861,2020-09-10,v68
2008 OCT,-1804,2020-09-10,v68
2008 SEP,-1880,2020-09-10,v68
2009 APR,-2526,2020-09-10,v68
2009 AUG,-1647,2020-09-10,v68
2009 DEC,-2427,2020-09-10,v68
2009 FEB,-1497,2020-09-10,v68
2009 JAN,-2168,2020-09-10,v68
2009 JUL,-1879,2020-09-10,v68
2009 JUN,-2196,2020-09-10,v68
2009 MAR,-2218,2020-09-10,v68
2009 MAY,-1568,2020-09-10,v68
2009 NOV,-2197,2020-09-10,v68
2009 OCT,-2304,2020-09-10,v68
2009 SEP,-2222,2020-09-10,v68
2010 APR,-2547,2020-09-10,v68
2010 AUG,-3297,2020-09-10,v68
2010 DEC,-3497,2020-09-10,v68
2010 FEB,-847,2020-09-10,v68
2010 JAN,-2745,2020-09-10,v68
2010 JUL,-3052,2020-09-10,v68
2010 JUN,-2403,2020-09-10,v68
2010 MAR,-2562,2020-09-10,v68
2010 MAY,-2360,2020-09-10,v68
2010 NOV,-2941,2020-09-10,v68
2010 OCT,-2452,2020-09-10,v68
2010 SEP,-3277,2020-09-10,v68
2011 APR,-83,2020-09-10,v68
2011 AUG,-1141,2020-09-10,v68
2011 DEC,-830,2020-09-10,v68
2011 FEB,470,2020-09-10,v68
2011 JAN,-1778,2020-09-10,v68
2011 JUL,-1421,2020-09-10,v68
2011 JUN,-1010,2020-09-10,v68
2011 MAR,-1693,2020-09-10,v68
2011 MAY,-1545,2020-09-10,v68
2011 NOV,-2088,2020-09-10,v68
2011 OCT,-1084,2020-09-10,v68
2011 SEP,-2815,2020-09-10,v68
2012 APR,-3626,2020-09-10,v68
2012 AUG,-2475,2020-09-10,v68
2012 DEC,-1590,2020-09-10,v68
2012 FEB,-593,2020-09-10,v68
2012 JAN,-1182,2020-09-10,v68
2012 JUL,-47,2020-09-10,v68
2012 JUN,-2820,2020-09-10,v68
2012 MAR,-1243,2020-09-10,v68
2012 MAY,-1477,2020-09-10,v68
2012 NOV,-1858,2020-09-10,v68
2012 OCT,-2142,2020-09-10,v68
2012 SEP,-1019,2020-09-10,v68
2013 APR,-703,2020-09-10,v68
2013 AUG,-788,2020-09-10,v68
2013 DEC,-1556,2020-09-10,v68
2013 FEB,-913,2020-09-10,v68
2013 JAN,-1141,2020-09-10,v68
2013 JUL,-1807,2020-09-10,v68
2013 JUN,-1993,2020-09-10,v68
2013 MAR,31,2020-09-10,v68
2013 MAY,-1565,2020-09-10,v68
2013 NOV,-4829,2020-09-10,v68
2013 OCT,-4959,2020-09-10,v68
2013 SEP,-2528,2020-09-10,v68
2014 APR,-2846,2020-09-10,v68
2014 AUG,-1676,2020-09-10,v68
2014 DEC,-4739,2020-09-10,v68
2014 FEB,-2428,2020-09-10,v68
2014 JAN,-3761,2020-09-10,v68
2014 JUL,-2620,2020-09-10,v68
2014 JUN,-1795,2020-09-10,v68
2014 MAR,-1822,2020-09-10,v68
2014 MAY,-1353,2020-09-10,v68
2014 NOV,-1555,2020-09-10,v68
2014 OCT,-580,2020-09-10,v68
2014 SEP,-786,2020-09-10,v68
2015 APR,-1984,2020-09-10,v68
2015 AUG,-2241,2020-09-10,v68
2015 DEC,357,2020-09-10,v68
2015 FEB,-3807,2020-09-10,v68
2015 JAN,-3894,2020-09-10,v68
2015 JUL,-2977,2020-09-10,v68
2015 JUN,-1042,2020-09-10,v68
2015 MAR,-2717,2020-09-10,v68
2015 MAY,-688,2020-09-10,v68
2015 NOV,-1673,2020-09-10,v68
2015 OCT,-4156,2020-09-10,v68
2015 SEP,-1636,2020-09-10,v68
2016 APR,-2353,2020-09-10,v68
2016 AUG,-4938,2020-09-10,v68
2016 DEC,-2663,2020-09-10,v68
2016 FEB,-2756,2020-09-10,v68
2016 JAN,-692,2020-09-10,v68
2016 JUL,-3172,2020-09-10,v68
2016 JUN,-2826,2020-09-10,v68
2016 MAR,-3792,2020-09-10,v68
2016 MAY,-427,2020-09-10,v68
2016 NOV,-2447,2020-09-10,v68
2016 OCT,-581,2020-09-10,v68
2016 SEP,-5676,2020-09-10,v68
2017 APR,-446,2020-09-10,v68
2017 AUG,-2696,2020-09-10,v68
2017 DEC,-1659,2020-09-10,v68
2017 FEB,-1760,2020-09-10,v68
2017 JAN,-2293,2020-09-10,v68
2017 JUL,-2044,2020-09-10,v68
2017 JUN,-3570,2020-09-10,v68
2017 MAR,-3375,2020-09-10,v68
2017 MAY,-1802,2020-09-10,v68
2017 NOV,-2589,2020-09-10,v68
2017 OCT,-1701,2020-09-10,v68
2017 SEP,-1192,2020-09-10,v68
2018 APR,-3156,2020-09-10,v68
2018 AUG,-3294,2020-09-10,v68
2018 DEC,-4536,2020-09-10,v68
2018 FEB,-567,2020-09-10,v68
2018 JAN,-2101,2020-09-10,v68
2018 JUL,-1637,2020-09-10,v68
2018 JUN,-936,2020-09-10,v68
2018 MAR,-3192,2020-09-10,v68
2018 MAY,-2823,2020-09-10,v68
2018 NOV,-3623,2020-09-10,v68
2018 OCT,-2602,2020-09-10,v68
2018 SEP,-1320,2020-09-10,v68
2019 APR,-5401,2020-09-10,v68
2019 AUG,-750,2020-09-10,v68
2019 DEC,6866,2020-09-10,v68
2019 FEB,-7557,2020-09-10,v68
2019 JAN,-7010,2020-09-10,v68
2019 JUL,1163,2020-09-10,v68
2019 JUN,152,2020-09-10,v68
2019 MAR,-7367,2020-09-10,v68
2019 MAY,-2712,2020-09-10,v68
2019 NOV,3728,2020-09-10,v68
2019 OCT,-2243,2020-09-10,v68
2019 SEP,-2856,2020-09-10,v68
2020 APR,5649,2020-09-10,v68
2020 FEB,-833,2020-09-10,v68
2020 JAN,3582,2020-09-10,v68
2020 JUL,1074,2020-09-10,v68
2020 JUN,3902,2020-09-10,v68
2020 MAR,-3950,2020-09-10,v68
2020 MAY,7037,2020-09-10,v68
2020 Q2,16588,2020-09-10,v68
1997,4257,2020-10-08,v69
1997 APR,219,2020-10-08,v69
1997 AUG,611,2020-10-08,v69
1997 DEC,272,2020-10-08,v69
1997 FEB,848,2020-10-08,v69
1997 JAN,1290,2020-10-08,v69
1997 JUL,572,2020-10-08,v69
1997 JUN,-303,2020-10-08,v69
1997 MAR,-51,2020-10-08,v69
1997 MAY,23,2020-10-08,v69
1997 NOV,-190,2020-10-08,v69
1997 OCT,173,2020-10-08,v69
1997 Q1,2087,2020-10-08,v69
1997 Q2,-61,2020-10-08,v69
1997 Q3,1976,2020-10-08,v69
1997 Q4,255,2020-10-08,v69
1997 SEP,793,2020-10-08,v69
1998,-6746,2020-10-08,v69
1998 APR,-232,2020-10-08,v69
1998 AUG,-560,2020-10-08,v69
1998 DEC,-933,2020-10-08,v69
1998 FEB,-346,2020-10-08,v69
1998 JAN,422,2020-10-08,v69
1998 JUL,-450,2020-10-08,v69
1998 JUN,-787,2020-10-08,v69
1998 MAR,-476,2020-10-08,v69
1998 MAY,-870,2020-10-08,v69
1998 NOV,-887,2020-10-08,v69
1998 OCT,-648,2020-10-08,v69
1998 Q1,-400,2020-10-08,v69
1998 Q2,-1889,2020-10-08,v69
1998 Q3,-1989,2020-10-08,v69
1998 Q4,-2468,2020-10-08,v69
1998 SEP,-979,2020-10-08,v69
1999,-14907,2020-10-08,v69
1999 APR,-1374,2020-10-08,v69
1999 AUG,-1311,2020-10-08,v69
1999 DEC,-1137,2020-10-08,v69
1999 FEB,-1631,2020-10-08,v69
1999 JAN,-1542,2020-10-08,v69
1999 JUL,-1350,2020-10-08,v69
1999 JUN,-1560,2020-10-08,v69
1999 MAR,-1342,2020-10-08,v69
1999 MAY,-831,2020-10-08,v69
1999 NOV,-939,2020-10-08,v69
1999 OCT,-981,2020-10-08,v69
1999 Q1,-4515,2020-10-08,v69
1999 Q2,-3765,2020-10-08,v69
1999 Q3,-3570,2020-10-08,v69
1999 Q4,-3057,2020-10-08,v69
1999 SEP,-909,2020-10-08,v69
2000,-19554,2020-10-08,v69
2000 APR,-1901,2020-10-08,v69
2000 AUG,-1614,2020-10-08,v69
2000 DEC,-1824,2020-10-08,v69
2000 FEB,-1457,2020-10-08,v69
2000 JAN,-1523,2020-10-08,v69
2000 JUL,-2660,2020-10-08,v69
2000 JUN,-1375,2020-10-08,v69
2000 MAR,-1089,2020-10-08,v69
2000 MAY,-1365,2020-10-08,v69
2000 NOV,-1623,2020-10-08,v69
2000 OCT,-1393,2020-10-08,v69
2000 Q1,-4069,2020-10-08,v69
2000 Q2,-4641,2020-10-08,v69
2000 Q3,-6004,2020-10-08,v69
2000 Q4,-4840,2020-10-08,v69
2000 SEP,-1730,2020-10-08,v69
2001,-25914,2020-10-08,v69
2001 APR,-2389,2020-10-08,v69
2001 AUG,-2931,2020-10-08,v69
2001 DEC,-2406,2020-10-08,v69
2001 FEB,-1713,2020-10-08,v69
2001 JAN,-1438,2020-10-08,v69
2001 JUL,-2322,2020-10-08,v69
2001 JUN,-2837,2020-10-08,v69
2001 MAR,-2086,2020-10-08,v69
2001 MAY,-2331,2020-10-08,v69
2001 NOV,-1758,2020-10-08,v69
2001 OCT,-1677,2020-10-08,v69
2001 Q1,-5237,2020-10-08,v69
2001 Q2,-7557,2020-10-08,v69
2001 Q3,-7279,2020-10-08,v69
2001 Q4,-5841,2020-10-08,v69
2001 SEP,-2026,2020-10-08,v69
2002,-31921,2020-10-08,v69
2002 APR,-3150,2020-10-08,v69
2002 AUG,-2354,2020-10-08,v69
2002 DEC,-2292,2020-10-08,v69
2002 FEB,-2804,2020-10-08,v69
2002 JAN,-1897,2020-10-08,v69
2002 JUL,-2458,2020-10-08,v69
2002 JUN,-3046,2020-10-08,v69
2002 MAR,-2909,2020-10-08,v69
2002 MAY,-2451,2020-10-08,v69
2002 NOV,-3551,2020-10-08,v69
2002 OCT,-2881,2020-10-08,v69
2002 Q1,-7610,2020-10-08,v69
2002 Q2,-8647,2020-10-08,v69
2002 Q3,-6940,2020-10-08,v69
2002 Q4,-8724,2020-10-08,v69
2002 SEP,-2128,2020-10-08,v69
2003,-28112,2020-10-08,v69
2003 APR,-1092,2020-10-08,v69
2003 AUG,-1891,2020-10-08,v69
2003 DEC,-2449,2020-10-08,v69
2003 FEB,-1415,2020-10-08,v69
2003 JAN,-1589,2020-10-08,v69
2003 JUL,-2018,2020-10-08,v69
2003 JUN,-3432,2020-10-08,v69
2003 MAR,-2306,2020-10-08,v69
2003 MAY,-2766,2020-10-08,v69
2003 NOV,-2974,2020-10-08,v69
2003 OCT,-2708,2020-10-08,v69
2003 Q1,-5310,2020-10-08,v69
2003 Q2,-7290,2020-10-08,v69
2003 Q3,-7381,2020-10-08,v69
2003 Q4,-8131,2020-10-08,v69
2003 SEP,-3472,2020-10-08,v69
2004,-33794,2020-10-08,v69
2004 APR,-2849,2020-10-08,v69
2004 AUG,-3408,2020-10-08,v69
2004 DEC,-1890,2020-10-08,v69
2004 FEB,-2432,2020-10-08,v69
2004 JAN,-3626,2020-10-08,v69
2004 JUL,-3238,2020-10-08,v69
2004 JUN,-3435,2020-10-08,v69
2004 MAR,-2357,2020-10-08,v69
2004 MAY,-3127,2020-10-08,v69
2004 NOV,-2021,2020-10-08,v69
2004 OCT,-2840,2020-10-08,v69
2004 Q1,-8415,2020-10-08,v69
2004 Q2,-9411,2020-10-08,v69
2004 Q3,-9217,2020-10-08,v69
2004 Q4,-6751,2020-10-08,v69
2004 SEP,-2571,2020-10-08,v69
2005,-33950,2020-10-08,v69
2005 APR,-3140,2020-10-08,v69
2005 AUG,-3370,2020-10-08,v69
2005 DEC,-3040,2020-10-08,v69
2005 FEB,-3220,2020-10-08,v69
2005 JAN,-3373,2020-10-08,v69
2005 JUL,-2568,2020-10-08,v69
2005 JUN,-1963,2020-10-08,v69
2005 MAR,-2985,2020-10-08,v69
2005 MAY,-2353,2020-10-08,v69
2005 NOV,-2969,2020-10-08,v69
2005 OCT,-2272,2020-10-08,v69
2005 Q1,-9578,2020-10-08,v69
2005 Q2,-7456,2020-10-08,v69
2005 Q3,-8635,2020-10-08,v69
2005 Q4,-8281,2020-10-08,v69
2005 SEP,-2697,2020-10-08,v69
2006,-31242,2020-10-08,v69
2006 APR,-2645,2020-10-08,v69
2006 AUG,-2554,2020-10-08,v69
2006 DEC,-2172,2020-10-08,v69
2006 FEB,-3155,2020-10-08,v69
2006 JAN,-3735,2020-10-08,v69
2006 JUL,-2687,2020-10-08,v69
2006 JUN,-2400,2020-10-08,v69
2006 MAR,-2333,2020-10-08,v69
2006 MAY,-3287,2020-10-08,v69
2006 NOV,-2461,2020-10-08,v69
2006 OCT,-1930,2020-10-08,v69
2006 Q1,-9223,2020-10-08,v69
2006 Q2,-8332,2020-10-08,v69
2006 Q3,-7124,2020-10-08,v69
2006 Q4,-6563,2020-10-08,v69
2006 SEP,-1883,2020-10-08,v69
2007,-31597,2020-10-08,v69
2007 APR,-1899,2020-10-08,v69
2007 AUG,-2827,2020-10-08,v69
2007 DEC,-2464,2020-10-08,v69
2007 FEB,-2711,2020-10-08,v69
2007 JAN,-2205,2020-10-08,v69
2007 JUL,-3094,2020-10-08,v69
2007 JUN,-2850,2020-10-08,v69
2007 MAR,-3380,2020-10-08,v69
2007 MAY,-2647,2020-10-08,v69
2007 NOV,-2317,2020-10-08,v69
2007 OCT,-2309,2020-10-08,v69
2007 Q1,-8296,2020-10-08,v69
2007 Q2,-7396,2020-10-08,v69
2007 Q3,-8815,2020-10-08,v69
2007 Q4,-7090,2020-10-08,v69
2007 SEP,-2894,2020-10-08,v69
2008,-34688,2020-10-08,v69
2008 APR,-3227,2020-10-08,v69
2008 AUG,-2367,2020-10-08,v69
2008 DEC,-1521,2020-10-08,v69
2008 FEB,-4008,2020-10-08,v69
2008 JAN,-3689,2020-10-08,v69
2008 JUL,-3171,2020-10-08,v69
2008 JUN,-3932,2020-10-08,v69
2008 MAR,-3294,2020-10-08,v69
2008 MAY,-2897,2020-10-08,v69
2008 NOV,-2914,2020-10-08,v69
2008 OCT,-1783,2020-10-08,v69
2008 Q1,-10991,2020-10-08,v69
2008 Q2,-10056,2020-10-08,v69
2008 Q3,-7423,2020-10-08,v69
2008 Q4,-6218,2020-10-08,v69
2008 SEP,-1885,2020-10-08,v69
2009,-24871,2020-10-08,v69
2009 APR,-2673,2020-10-08,v69
2009 AUG,-1436,2020-10-08,v69
2009 DEC,-2519,2020-10-08,v69
2009 FEB,-1755,2020-10-08,v69
2009 JAN,-2320,2020-10-08,v69
2009 JUL,-1720,2020-10-08,v69
2009 JUN,-2098,2020-10-08,v69
2009 MAR,-2425,2020-10-08,v69
2009 MAY,-1602,2020-10-08,v69
2009 NOV,-2143,2020-10-08,v69
2009 OCT,-2158,2020-10-08,v69
2009 Q1,-6500,2020-10-08,v69
2009 Q2,-6373,2020-10-08,v69
2009 Q3,-5178,2020-10-08,v69
2009 Q4,-6820,2020-10-08,v69
2009 SEP,-2022,2020-10-08,v69
2010,-31123,2020-10-08,v69
2010 APR,-2538,2020-10-08,v69
2010 AUG,-3082,2020-10-08,v69
2010 DEC,-3362,2020-10-08,v69
2010 FEB,-1081,2020-10-08,v69
2010 JAN,-2926,2020-10-08,v69
2010 JUL,-2853,2020-10-08,v69
2010 JUN,-2202,2020-10-08,v69
2010 MAR,-2698,2020-10-08,v69
2010 MAY,-2198,2020-10-08,v69
2010 NOV,-2813,2020-10-08,v69
2010 OCT,-2321,2020-10-08,v69
2010 Q1,-6705,2020-10-08,v69
2010 Q2,-6938,2020-10-08,v69
2010 Q3,-8984,2020-10-08,v69
2010 Q4,-8496,2020-10-08,v69
2010 SEP,-3049,2020-10-08,v69
2011,-15837,2020-10-08,v69
2011 APR,-253,2020-10-08,v69
2011 AUG,-999,2020-10-08,v69
2011 DEC,-1140,2020-10-08,v69
2011 FEB,427,2020-10-08,v69
2011 JAN,-1753,2020-10-08,v69
2011 JUL,-1327,2020-10-08,v69
2011 JUN,-957,2020-10-08,v69
2011 MAR,-1751,2020-10-08,v69
2011 MAY,-1602,2020-10-08,v69
2011 NOV,-2437,2020-10-08,v69
2011 OCT,-1270,2020-10-08,v69
2011 Q1,-3077,2020-10-08,v69
2011 Q2,-2812,2020-10-08,v69
2011 Q3,-5101,2020-10-08,v69
2011 Q4,-4847,2020-10-08,v69
2011 SEP,-2775,2020-10-08,v69
2012,-21190,2020-10-08,v69
2012 APR,-3614,2020-10-08,v69
2012 AUG,-2732,2020-10-08,v69
2012 DEC,-1575,2020-10-08,v69
2012 FEB,-736,2020-10-08,v69
2012 JAN,-1422,2020-10-08,v69
2012 JUL,-396,2020-10-08,v69
2012 JUN,-3046,2020-10-08,v69
2012 MAR,-1254,2020-10-08,v69
2012 MAY,-1488,2020-10-08,v69
2012 NOV,-1576,2020-10-08,v69
2012 OCT,-2125,2020-10-08,v69
2012 Q1,-3412,2020-10-08,v69
2012 Q2,-8148,2020-10-08,v69
2012 Q3,-4354,2020-10-08,v69
2012 Q4,-5276,2020-10-08,v69
2012 SEP,-1226,2020-10-08,v69
2013,-25006,2020-10-08,v69
2013 APR,-742,2020-10-08,v69
2013 AUG,-954,2020-10-08,v69
2013 DEC,-1702,2020-10-08,v69
2013 FEB,-1098,2020-10-08,v69
2013 JAN,-1219,2020-10-08,v69
2013 JUL,-2035,2020-10-08,v69
2013 JUN,-1875,2020-10-08,v69
2013 MAR,-123,2020-10-08,v69
2013 MAY,-1390,2020-10-08,v69
2013 NOV,-5334,2020-10-08,v69
2013 OCT,-5559,2020-10-08,v69
2013 Q1,-2440,2020-10-08,v69
2013 Q2,-4007,2020-10-08,v69
2013 Q3,-5964,2020-10-08,v69
2013 Q4,-12595,2020-10-08,v69
2013 SEP,-2975,2020-10-08,v69
2014,-28933,2020-10-08,v69
2014 APR,-2867,2020-10-08,v69
2014 AUG,-2248,2020-10-08,v69
2014 DEC,-5570,2020-10-08,v69
2014 FEB,-1880,2020-10-08,v69
2014 JAN,-3258,2020-10-08,v69
2014 JUL,-3189,2020-10-08,v69
2014 JUN,-1946,2020-10-08,v69
2014 MAR,-1322,2020-10-08,v69
2014 MAY,-1630,2020-10-08,v69
2014 NOV,-2244,2020-10-08,v69
2014 OCT,-1428,2020-10-08,v69
2014 Q1,-6460,2020-10-08,v69
2014 Q2,-6443,2020-10-08,v69
2014 Q3,-6788,2020-10-08,v69
2014 Q4,-9242,2020-10-08,v69
2014 SEP,-1351,2020-10-08,v69
2015,-28272,2020-10-08,v69
2015 APR,-2201,2020-10-08,v69
2015 AUG,-1814,2020-10-08,v69
2015 DEC,-1,2020-10-08,v69
2015 FEB,-4183,2020-10-08,v69
2015 JAN,-4668,2020-10-08,v69
2015 JUL,-3253,2020-10-08,v69
2015 JUN,-1363,2020-10-08,v69
2015 MAR,-2500,2020-10-08,v69
2015 MAY,-881,2020-10-08,v69
2015 NOV,-1456,2020-10-08,v69
2015 OCT,-4084,2020-10-08,v69
2015 Q1,-11351,2020-10-08,v69
2015 Q2,-4445,2020-10-08,v69
2015 Q3,-6935,2020-10-08,v69
2015 Q4,-5541,2020-10-08,v69
2015 SEP,-1868,2020-10-08,v69
2016,-36113,2020-10-08,v69
2016 APR,-2583,2020-10-08,v69
2016 AUG,-5309,2020-10-08,v69
2016 DEC,-2676,2020-10-08,v69
2016 FEB,-3609,2020-10-08,v69
2016 JAN,-1333,2020-10-08,v69
2016 JUL,-3810,2020-10-08,v69
2016 JUN,-2803,2020-10-08,v69
2016 MAR,-3927,2020-10-08,v69
2016 MAY,-359,2020-10-08,v69
2016 NOV,-2335,2020-10-08,v69
2016 OCT,-1009,2020-10-08,v69
2016 Q1,-8869,2020-10-08,v69
2016 Q2,-5745,2020-10-08,v69
2016 Q3,-15479,2020-10-08,v69
2016 Q4,-6020,2020-10-08,v69
2016 SEP,-6360,2020-10-08,v69
2017,-29889,2020-10-08,v69
2017 APR,-1107,2020-10-08,v69
2017 AUG,-2888,2020-10-08,v69
2017 DEC,-1929,2020-10-08,v69
2017 FEB,-2114,2020-10-08,v69
2017 JAN,-2524,2020-10-08,v69
2017 JUL,-2144,2020-10-08,v69
2017 JUN,-4100,2020-10-08,v69
2017 MAR,-3881,2020-10-08,v69
2017 MAY,-2780,2020-10-08,v69
2017 NOV,-2902,2020-10-08,v69
2017 OCT,-2071,2020-10-08,v69
2017 Q1,-8519,2020-10-08,v69
2017 Q2,-7987,2020-10-08,v69
2017 Q3,-6481,2020-10-08,v69
2017 Q4,-6902,2020-10-08,v69
2017 SEP,-1449,2020-10-08,v69
2018,-25487,2020-10-08,v69
2018 APR,-2792,2020-10-08,v69
2018 AUG,-2731,2020-10-08,v69
2018 DEC,-4705,2020-10-08,v69
2018 FEB,-356,2020-10-08,v69
2018 JAN,-2318,2020-10-08,v69
2018 JUL,-978,2020-10-08,v69
2018 JUN,-532,2020-10-08,v69
2018 MAR,-2650,2020-10-08,v69
2018 MAY,-2702,2020-10-08,v69
2018 NOV,-3165,2020-10-08,v69
2018 OCT,-1948,2020-10-08,v69
2018 Q1,-5324,2020-10-08,v69
2018 Q2,-6026,2020-10-08,v69
2018 Q3,-4319,2020-10-08,v69
2018 Q4,-9818,2020-10-08,v69
2018 SEP,-610,2020-10-08,v69
2019,-30502,2020-10-08,v69
2019 APR,-5362,2020-10-08,v69
2019 AUG,-1209,2020-10-08,v69
2019 DEC,5051,2020-10-08,v69
2019 FEB,-7900,2020-10-08,v69
2019 JAN,-7119,2020-10-08,v69
2019 JUL,1125,2020-10-08,v69
2019 JUN,91,2020-10-08,v69
2019 MAR,-7509,2020-10-08,v69
2019 MAY,-2775,2020-10-08,v69
2019 NOV,1979,2020-10-08,v69
2019 OCT,-3475,2020-10-08,v69
2019 Q1,-22528,2020-10-08,v69
2019 Q2,-8046,2020-10-08,v69
2019 Q3,-3483,2020-10-08,v69
2019 Q4,3555,2020-10-08,v69
2019 SEP,-3399,2020-10-08,v69
2020 APR,5684,2020-10-08,v69
2020 AUG,1364,2020-10-08,v69
2020 FEB,-281,2020-10-08,v69
2020 JAN,4080,2020-10-08,v69
2020 JUL,1689,2020-10-08,v69
2020 JUN,4152,2020-10-08,v69
2020 MAR,-3306,2020-10-08,v69
2020 MAY,7087,2020-10-08,v69
2020 Q1,493,2020-10-08,v69
2020 Q2,16923,2020-10-08,v69
2020 AUG,2852,2020-11-12,v72
2020 JUL,1614,2020-11-12,v72
2020 Q3,5079,2020-11-12,v72
2020 SEP,613,2020-11-12,v72
2020 OCT,-1738,2020-12-10,v73
2019,-27470,2021-01-15,v74
2019 APR,-5656,2021-01-15,v74
2019 AUG,-2505,2021-01-15,v74
2019 DEC,7644,2021-01-15,v74
2019 FEB,-8737,2021-01-15,v74
2019 JAN,-7724,2021-01-15,v74
2019 JUL,-216,2021-01-15,v74
2019 JUN,-734,2021-01-15,v74
2019 MAR,-8231,2021-01-15,v74
2019 MAY,-3079,2021-01-15,v74
2019 NOV,5540,2021-01-15,v74
2019 OCT,-1128,2021-01-15,v74
2019 Q1,-24692,2021-01-15,v74
2019 Q2,-9469,2021-01-15,v74
2019 Q3,-5365,2021-01-15,v74
2019 Q4,12056,2021-01-15,v74
2019 SEP,-2644,2021-01-15,v74
2020 APR,5836,2021-01-15,v74
2020 AUG,1501,2021-01-15,v74
2020 FEB,-1774,2021-01-15,v74
2020 JAN,1971,2021-01-15,v74
2020 JUL,972,2021-01-15,v74
2020 JUN,3274,2021-01-15,v74
2020 MAR,-831,2021-01-15,v74
2020 MAY,7471,2021-01-15,v74
2020 NOV,-4995,2021-01-15,v74
2020 OCT,-2339,2021-01-15,v74
2020 Q1,-633,2021-01-15,v74
2020 Q2,16581,2021-01-15,v74
2020 Q3,1275,2021-01-15,v74
2020 SEP,-1198,2021-01-15,v74
2020,-9565,2021-02-12,v75
2020 APR,4485,2021-02-12,v75
2020 AUG,117,2021-02-12,v75
2020 DEC,-6202,2021-02-12,v75
2020 FEB,-2163,2021-02-12,v75
2020 JAN,2400,2021-02-12,v75
2020 JUL,-955,2021-02-12,v75
2020 JUN,1628,2021-02-12,v75
2020 MAR,-826,2021-02-12,v75
2020 MAY,6325,2021-02-12,v75
2020 NOV,-6618,2021-02-12,v75
2020 OCT,-4697,2021-02-12,v75
